,SMILES
346,Cc1[nH]cnc1C[C@H]1CCc2c(C)c3ccccc3n2C1=O
347,CCCCC(CC)COP(O)(=O)OCC(CC)CCCC
348,CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O
349,CCCCCC1C(O1)C/C=C\CCCCCCCC(=O)O
350,CC[N+](CC)(CC(=O)NC1=C(C=CC=C1C)C)[O-]
351,Cc1ccc(C(=O)NCCc2c(C)[nH]c3ccc(C)cc23)cc1
352,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)O
353,O=C(OC)COC1=CC=2OC=C(C(=O)C2C=C1CCC)C=3C=CC=4OCOC4C3
354,OC(=O)CCCCCCCC(O)=O
355,CC(C)(C)C1=CC(O)=C(O)C=C1
356,CCCCCC(C(C/C=C\CCCCCCCC(=O)O)O)O
357,COc1cc(=O)oc(C=CC=CC=CC(C)=CC2(C)OC(C)C(C)(O)C2O)c1C
358,CCCCCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCCCCC
359,CCNC(=O)C1CC(C)CCC1C(C)C
360,COC1=CC2=C(C=CN=C2C=C1)[C@H]([C@@H]3C[C@@H]4CCN3C[C@@H]4C=C)O.Cl
361,CCCCCCCCCCCCN(CCO)CCO
362,CCCCCCCCN1SC=CC1=O
363,Cc1cc2nc3nc(O)nc(O)c3nc2cc1C
364,CC(=O)NCCC1=CNC2=C1C=C(O)C=C2
365,CC[C@H](C[C@H](C[C@]12C(OC)=O)C3)[C@H]2N3CCc2c1[nH]c1c2cccc1
366,CC(CO)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)O
367,CC(=O)N1CC2CC(C1)c1cccc(=O)n1C2
368,CCCCCCCCCCCCCCCC(NC(C(O)=O)C)=O
369,O=C1C2=CC=CC=C2NC(CCCCCCC)=C1O
370,CCC=CCC1C(CCC1=O)CC(=O)O
371,Nc1ccc2c(c1)C13CCN4CC5=CCOC6CC(=O)N2C1C6C5CC43
372,CCCCP(=O)(CCCC)CCCC
373,CCC1C2CC3C4N(C)c5ccccc5C45CC(C2C5O)N3C1O
374,c1ccc2c(c1)[nH]c1cnccc12
375,CCNC1=CC=C2C(C)=CC(=O)OC2=C1
376,COC(=O)C(N)Cc1ccccc1
377,C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@@H]([C@@H]([C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C
378,CCCCCCCCCCCC(=O)NCCO
379,CCCCNS(=O)(=O)C1=CC=CC=C1
380,CN1C=NC2=C1C(=O)N(C)C(=O)N2
381,CC(CC(C(CC1)N(CCC2)C1C(C1C)C2OC1C(C=C1C)OC1=O)O1)C1=O
382,c1cc(ccc1CC(CN2CCCCC2)C)C(C)(C)C
383,COc1ccc2oc(=O)cc(CN3CCN(Cc4ccc(F)cc4)CC3)c2c1
384,CN1C=NC2=C1C(=O)N(C)C(=O)N2C
385,CC(C)CC(C)(C#CC(C)(CC(C)C)OCCO)OCCO
386,COCCOCCOCCOCCOC
387,CN1C2=C(C(=O)N(C1=O)C)NC=N2
388,CCCCCCCCCCCCC[C@@H]1[C@@H](C(=O)O)[C@H](C)C(=O)O1
389,COC(=O)C1(O)CC23CCCN4CCC5(C24)C2=CC=C4OCOC4=C2NC15CC3
390,CC1C(O)\C=C/2C(=O)C3OC3(C)CC\C=C(C)\CCC1(C)C2=C
391,CCN(CC)C(=O)c1cccc(c1)C
392,C\C=C\CCCCC(=O)C(C)C(=O)N1CCCC1CO
393,C[N+]12CCCCC1C(CN1C(=O)c3ccccc3C1=O)CCC2
394,CCCC1CC(N(C1)C)C(=O)NC(C2C(C(C(C(O2)SC)O)O)O)C(C)O
395,CN(Cc1cnc2nc(=N)[nH]c(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1
396,CCN1CC2(C)CCC(O)C34C5CC6C(OC)CC(O)(C(CC23)C14)C5C6O
397,O=C1C=C(OC=2C=CC=CC12)C=3C=CC=CC3OC
398,CCCCCCCCCCCCCCCC[N+]1=CC=CC=C1
399,O=C1N[C@@H]2[C@@H](SC[C@@H]2N1)CCCCC(=O)O
400,NC1=C2CCCCC2=NC2=C1C=CC=C2
401,CC/C=C\CC1CCCC(=O)O1
402,O=C(c1ccc(OC)cc1)NCC
403,O=C(NCC=1C=2OCOC2C(O)=C3C(=O)N(C)CCC31)C=4OC=CC4
404,CC1=NC=CC2=C1NC3=C2C=CC(=C3)OC
405,CC(C)(C)C(=O)CSc1ncnc2c1ncn2CC(=O)C(C)(C)C
406,CCCCCCCCCCCCCCC(C(CO)N)O
407,CC1=N[C@@]2([C@H](O1)C[C@@H]3[C@@]2(C[C@@H]([C@H]4[C@H]3CCC5=CC(=O)C=C[C@]45C)O)C)C(=O)COC(=O)C
408,COc1ccc(C(=O)n2nc(C)cc2C)cc1OC
409,COC1=CC(=CC(=C1)OC)O
410,NC(Cc1ccccc1)C(=O)O
411,CCCCCCCC/C=C/CCCCCCCC(=O)O
412,CCNS(=O)(=O)C1=C(C)C=CC=C1
413,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]1CC[C@@]2(O)C#C
414,C(CC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O)CCO
415,C[Si]1(O[Si](O[Si](O[Si](O[Si](O1)(C)C)(C)C)(C)C)(C)C)C
416,c1ccc(cc1)c2ccncc2
417,C[C@@]12CC[C@H](C([C@H]3[C@@H]1[C@@H](C[C@@]2(C3O)C)O)(C)C)O
418,CC1CC(O)C\2(C)C(CC\C=C2C(O)=O)C1(C)CCC3=COC=C3
419,CCCCCCC1=CC=C(N)C=C1
420,COc1cc(OC)cc(C(=O)Nc2ccc(N=C(C)O)cc2)c1
421,Cc1cc(C)c(N=C(O)Cn2c(=O)cc(C(=O)N3CCCCC3)c3ccccc32)c(C)c1
422,NCC(C(c1c[nH]c(N)n1)O)Cl
423,CN1C2CC(OC(=O)C(CO)c3ccccc3)CC1C(O)C2
424,CCCCC(CC)COC(=O)C=Cc1ccc(OC)cc1
425,O=C(OC)C1(O)N2C=3C=CC=CC3C4=C2C5N(CC4)CCCC5(CC)C1
426,CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CCCCC3
427,CN1C2=C(C3=CC=CC=C13)C(=O)C(CN1C=CN=C1C)CC2
428,CC[C@H](C[C@@H](C[C@]12C(OC)=O)C3)C2N3CCc2c1[nH]c(cc1)c2cc1OC
429,C(COCCOCCOCCOCCOCCO)O
430,CC(CO)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)O
431,O=C1OC23C4N(C)CC5CCC(C13C2C(C)C)C45C
432,CCOc1ccc2oc(=O)cc(CN3CCNCC3)c2c1
433,CC1=NCCc2c1[nH]c1cc(O)ccc21
434,OCCNC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC
435,CCCCOC1=CC=C(N)C=C1
436,CC12CCC(O)CC1CCC1C2CCC2(C)C(C3=CC(=O)OC3)C(O)CC12O
437,COc1ccc(C(=O)c2ccccc2)c(O)c1
438,CC12CCC3C(CCC4CC(O)CCC43C)C1CCC2=O
439,CCCCCCCCCCCCCC(=O)OC1C(C)C2(O)C(C=C(CO)CC3(O)C(=O)C(C)=CC32)C2C(C)(C)C12OC(C)=O
440,ClC1=CC=C(C(CN2C=CN=C2)OCC=C)C(Cl)=C1
441,C[C@H]1C[C@@H](C(=O)[C@@H](C1)[C@@H](CC2CC(=O)NC(=O)C2)O)C
442,[H][C@]12C[C@@H](O)[C@H](\C=C\[C@@H](O)CCCCC)[C@@]1([H])C\C(O2)=C\CCCC(O)=O
